"COMMON","AVGEXP_YPD","AVGEXP_SD","DM_YPD","DM_YPD_CLASS","DM_SD","AvPromNucOcc","Num_RegTF_YeastractYT","MedPosDM_SD_TFYT","maxDM_TFYT","PosCorTF_YT","NumPosCor_withinTFs","NumNegCor_withinTFs","PercNegCor_withinTFs","PercPosCorWN_OVsites","N_TFSites400","N_TFSites500","N_TFSites600","N_TFSites700","N_TFSites800","N_TFSites900","N_TFSites1000","NumSites","NumOverlaps","RatOverlap.Numsites","NumCoopTF_Yang2010","NumCoopTF_Chen2012","PercCoopTF_Yang2010","Gb_H3K79me3_vsH3","Pugh2004_SAGA_Dominance","Pugh2004_TFIID_Dominance","ORF","location","chr"
"ALY1",0.194,0.194,-0.232,2,-0.232,0.76,17,0.597,0.597,5,14,0,0,0,0,1,0,1,0,0,1,5,0,0,2,5,11.76,1.456,NA,NA,"YKR021W",479234,11
"AMA1",0.221,0.221,0.076,2,0.076,0.76,18,NA,0.26,2,8,0,0,0,0,1,0,1,2,0,2,10,3,0.3,2,8,11.11,0.408,NA,NA,"YGR225W",945145,7
"AMD1",1,1,-0.071,2,-0.071,0.69,26,NA,0.403,0,25,3,11.54,20,2,5,0,0,1,1,1,11,5,0.45,0,12,0,1.232,0,1,"YML035C",-206428,13
"AMD2",0.308,0.308,-0.177,2,-0.177,0.67,24,NA,0.115,8,20,1,4.17,35,0,7,0,1,2,2,5,19,10,0.53,3,9,12.5,1.062,NA,NA,"YDR242W",946807,4
"AME1",0.705,0.705,0.048,2,0.048,0.75,15,NA,0.115,9,12,0,0,16.67,1,2,0,1,2,2,1,12,2,0.17,2,5,13.33,1.489,0,1,"YBR211C",-646158,2
"AMF1",0.121,0.121,-0.277,2,-0.277,0.69,44,1.151,1.705,8,43,8,18.18,2.33,4,1,1,2,0,0,1,12,1,0.08,13,23,29.55,0.624,NA,NA,"YOR378W",1049511,15
"AML1",3.125,3.125,-0.04,2,-0.04,0.74,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"YGR001C",-497133,7
"AMN1",1.748,1.748,1.129,1,1.129,0.37,45,0.597,0.597,9,44,12,26.67,45.45,1,1,2,4,5,9,11,34,20,0.59,16,16,35.56,0.755,NA,NA,"YBR158W",556549,2
"AMS1",0.2,0.2,0.043,2,0.043,0.75,43,NA,0.268,9,42,1,2.33,30.95,1,2,1,4,6,2,5,26,13,0.5,12,23,27.91,1.067,NA,NA,"YGL156W",210416,7
"ANB1",0.608,0.608,0.523,1,0.523,0.52,48,0.597,0.597,0,44,5,10.64,15.91,0,6,2,2,3,3,1,19,9,0.47,16,23,33.33,0,0,1,"YJR047C",-524908,10
"ANP1",2.49,2.49,0.007,2,0.007,0.41,25,NA,0.224,2,20,0,0,20,2,0,1,3,1,3,4,15,4,0.27,4,10,16,1.15,0,1,"YEL036C",-83050,5
"ANR2",0.661,0.661,-0.228,2,-0.228,0.76,21,0.597,0.597,2,17,0,0,0,2,1,0,0,1,1,0,7,0,0,5,7,23.81,1.077,NA,NA,"YKL047W",349463,11
"ANT1",1.136,1.136,-0.195,2,-0.195,0.76,17,NA,0.115,2,12,2,11.76,8.33,1,1,0,1,1,2,0,7,1,0.14,2,10,11.76,0.91,0,1,"YPR128C",-791218,16
"AOS1",1.023,1.023,-0.099,2,-0.099,0.79,18,NA,0.26,5,12,0,0,0,0,1,2,0,1,0,0,4,0,0,3,8,16.67,1.318,0,1,"YPR180W",895961,16
"APA1",5.719,5.719,-0.097,2,-0.097,0.73,37,0.597,0.597,3,35,0,0,22.86,3,3,3,2,4,6,4,32,8,0.25,16,16,43.24,1.665,0,1,"YCL050C",-37836,3
"APC11",0.874,0.874,-0.142,2,-0.142,0.75,16,0.597,0.597,0,9,0,0,0,0,1,0,2,2,2,1,11,1,0.09,0,7,0,0.831,0,1,"YDL008W",433497,4
"APC2",0.281,0.281,-0.005,2,-0.005,0.8,25,NA,0.406,5,21,1,4,4.76,1,0,4,1,1,1,0,10,3,0.3,4,12,16,1.023,NA,NA,"YLR127C",-395758,12
"APC5",0.299,0.299,-0.002,2,-0.002,0.7,17,0.597,0.597,6,13,0,0,0,0,3,0,0,1,1,0,7,1,0.14,2,4,11.76,1.105,NA,NA,"YOR249C",-798674,15
"APD1",2.25,2.25,-0.084,2,-0.084,0.73,18,0.597,0.597,4,17,0,0,11.76,0,1,1,2,2,4,5,16,4,0.25,5,4,27.78,1.293,0,1,"YBR151W",545028,2
"APE3",6.843,6.843,-0.096,2,-0.096,0.73,33,0.597,0.597,11,32,1,3.03,31.25,1,5,0,2,2,1,9,23,10,0.43,9,16,27.27,1.283,NA,NA,"YBR286W",774700,2
"APE4",1.378,1.378,-0.087,2,-0.087,0.74,18,1.705,1.705,3,15,0,0,26.67,1,0,0,0,4,1,0,10,4,0.4,2,8,11.11,1.043,NA,NA,"YHR113W",336337,8
"APJ1",0.785,0.785,0.091,2,0.091,0.77,23,0.597,0.597,6,23,0,0,4.35,0,0,2,0,3,0,1,13,2,0.15,3,8,13.04,1.212,NA,NA,"YNL077W",481391,14
"APL1",0.721,0.721,-0.123,2,-0.123,0.76,14,NA,0.26,5,6,0,0,0,1,1,0,1,0,0,1,5,0,0,0,4,0,1.767,0,1,"YJR005W",445923,10
"APL2",1.057,1.057,-0.057,2,-0.057,0.76,14,0.597,0.597,4,8,0,0,0,0,1,2,1,0,0,1,5,0,0,0,4,0,1.546,0,1,"YKL135C",-186460,11
"APL3",0.253,0.253,-0.052,2,-0.052,0.75,14,NA,0.115,1,7,0,0,14.29,0,0,3,1,3,3,3,14,7,0.5,3,6,21.43,1.217,0,1,"YBL037W",147209,2
"APL4",0.674,0.674,-0.181,2,-0.181,0.65,15,NA,0.192,1,10,0,0,0,0,1,2,2,0,0,2,7,0,0,0,5,0,1.499,NA,NA,"YPR029C",-624469,16
"APL5",1.197,1.197,0.084,2,0.084,0.77,27,NA,0.26,3,22,2,7.41,13.64,0,1,2,0,1,0,1,12,10,0.83,5,13,18.52,1.343,0,1,"YPL195W",176223,16
"APL6",0.882,0.882,-0.024,2,-0.024,0.84,29,0.597,0.597,5,28,0,0,7.14,2,0,2,1,2,1,3,14,2,0.14,5,12,17.24,1.407,0,1,"YGR261C",-1014321,7
"APM1",1.646,1.646,-0.086,2,-0.086,0.7,21,0.597,0.597,6,20,2,9.52,0,0,1,1,0,0,2,0,8,0,0,2,10,9.52,1.492,0,1,"YPL259C",-51244,16
"APM2",0.522,0.522,0.089,2,0.089,0.82,16,0.597,0.597,5,10,0,0,0,0,1,0,3,1,1,2,8,3,0.38,3,6,18.75,1.116,NA,NA,"YHL019C",-67731,8
"APM3",2.598,2.598,0.246,2,0.246,0.86,31,0.597,0.597,6,31,5,16.13,12.9,0,4,3,3,2,7,0,23,5,0.22,5,13,16.13,1.367,0,1,"YBR288C",-778012,2
"APM4",1.775,1.775,-0.062,2,-0.062,0.79,15,NA,0.251,1,8,0,0,0,1,1,0,0,1,2,0,7,0,0,5,4,33.33,1.532,NA,NA,"YOL062C",-210520,15
"APN2",0.234,0.234,-0.215,2,-0.215,0.8,17,NA,0.115,5,12,0,0,25,0,1,1,6,2,1,4,16,7,0.44,2,7,11.76,0.902,NA,NA,"YBL019W",184353,2
"APP1",0.997,0.997,-0.087,2,-0.087,0.68,36,1.151,1.705,7,36,5,13.89,0,0,2,2,2,0,1,2,12,1,0.08,5,16,13.89,1.304,NA,NA,"YNL094W",447611,14
"APQ12",1.747,1.747,-0.072,2,-0.072,0.78,31,0.597,0.597,2,26,3,9.68,3.85,2,0,1,2,2,5,1,18,1,0.06,4,18,12.9,0.787,0,1,"YIL040W",277723,9
"APS1",1.427,1.427,-0.049,2,-0.049,0.77,22,NA,0.26,4,18,0,0,0,2,0,0,0,3,2,2,13,2,0.15,4,15,18.18,0.885,NA,NA,"YLR170C",-500579,12
"APS2",1.661,1.661,-0.087,2,-0.087,0.73,14,NA,0.272,4,3,1,7.14,0,1,0,0,0,1,0,1,4,0,0,0,4,0,0.516,NA,NA,"YJR058C",-544732,10
"APS3",1.144,1.144,-0.042,2,-0.042,0.76,13,NA,0.115,2,6,0,0,0,1,1,0,1,1,1,1,7,0,0,3,2,23.08,1.206,0,1,"YJL024C",-395931,10
"APT1",11.108,11.108,-0.118,2,-0.118,0.77,25,0.597,0.597,3,23,6,24,0,2,0,0,2,0,0,0,8,1,0.12,7,9,28,1.167,0,1,"YML022W",228937,13
"AQR1",0.891,0.891,0.184,2,0.184,0.39,74,1.55,1.705,14,72,21,29.17,18.06,0,2,3,4,5,4,3,26,17,0.65,29,40,39.19,0.842,1,0,"YNL065W",503724,14
"AQY1",0.109,0.109,1.139,1,1.139,0.64,25,NA,0.268,5,22,3,12,4.55,1,2,1,0,5,2,2,14,2,0.14,3,11,12,0.624,NA,NA,"YPR192W",921860,16
"ARA1",3.641,3.641,0.06,2,0.06,0.71,38,0.597,0.597,7,38,1,2.63,34.21,4,3,2,2,5,3,8,31,14,0.45,8,19,21.05,1.006,1,0,"YBR149W",539987,2
"ARA2",0.603,0.603,0.029,2,0.029,0.65,24,NA,0.26,5,22,0,0,13.64,1,2,0,2,0,2,3,14,4,0.29,8,13,33.33,0.604,NA,NA,"YMR041C",-350966,13
"ARB1",12.146,12.146,-0.056,2,-0.056,0.62,24,0.597,0.597,2,21,2,8.33,9.52,3,1,4,0,1,2,0,15,6,0.4,12,9,50,1.195,NA,NA,"YER036C",-223367,5
"ARC1",12.993,12.993,-0.15,2,-0.15,0.76,34,0.597,0.597,4,33,2,5.88,18.18,3,0,3,1,3,1,3,20,6,0.3,10,17,29.41,1.502,0,1,"YGL105W",307437,7
"ARC15",4.33,4.33,-0.069,2,-0.069,0.79,24,0.597,0.597,5,24,4,16.67,0,2,2,0,2,1,0,2,11,0,0,4,9,16.67,1.23,0,1,"YIL062C",-243998,9
"ARC18",2.056,2.056,-0.107,2,-0.107,0.76,20,0.597,0.597,3,14,0,0,7.14,2,0,1,0,1,1,2,9,2,0.22,2,8,10,1.199,0,1,"YLR370C",-861718,12
"ARC19",0.493,0.493,-0.167,2,-0.167,0.75,14,0.597,0.597,1,4,0,0,0,0,0,0,1,0,0,1,3,0,0,0,6,0,1.371,0,1,"YKL013C",-417508,11
"ARC35",2.728,2.728,-0.096,2,-0.096,0.71,46,NA,0.472,5,45,11,23.91,6.67,1,2,4,1,2,1,2,15,3,0.2,13,15,28.26,1.569,0,1,"YNR035C",-693019,14
"ARC40",3.736,3.736,-0.115,2,-0.115,0.72,15,NA,0.472,2,10,0,0,10,0,1,1,1,2,3,6,14,2,0.14,4,5,26.67,1.28,0,1,"YBR234C",-685438,2
"ARD1",3.316,3.316,-0.067,2,-0.067,0.77,29,0.597,0.597,3,27,3,10.71,11.11,1,1,4,0,1,1,2,17,3,0.18,4,13,13.79,1.305,0,1,"YHR013C",-130730,8
"ARE1",1.559,1.559,0.073,2,0.073,0.79,41,0.597,0.597,4,39,1,2.44,41.03,2,3,3,1,5,2,8,32,17,0.53,15,21,36.59,0.889,NA,NA,"YCR048W",211929,3
"ARF1",26.712,26.712,-0.072,2,-0.072,0.67,21,0.597,0.597,2,18,2,9.52,11.11,0,1,1,3,2,2,3,17,3,0.18,6,8,28.57,1.314,0,1,"YDL192W",116321,4
"ARF3",1.121,1.121,-0.109,2,-0.109,0.77,15,0.597,0.597,1,10,0,0,0,0,0,1,0,0,0,1,3,0,0,2,7,13.33,1.146,0,1,"YOR094W",502795,15
"ARG1",1.71,1.71,1.129,1,1.129,0.62,76,0.597,0.597,16,76,18,23.68,15.79,2,1,2,5,3,2,6,31,12,0.39,29,40,38.16,0.669,1,0,"YOL058W",219211,15
"ARG2",0.273,0.273,-0.181,2,-0.181,0.8,15,0.597,0.597,4,9,0,0,0,1,2,0,1,0,1,0,7,1,0.14,2,8,13.33,0.942,NA,NA,"YJL071W",306132,10
"ARG3",0.96,0.96,0.464,2,0.464,0.46,45,0.597,0.597,12,45,6,13.33,22.22,2,3,4,4,3,5,2,25,11,0.44,13,18,28.89,0.669,1,0,"YJL088W",268799,10
"ARG4",1.401,1.401,0.614,1,0.614,0.78,82,1.395,1.705,16,79,20,24.69,18.99,5,2,2,4,7,6,3,39,18,0.46,27,36,32.93,1.154,1,0,"YHR018C",-140011,8
"ARG8",0.374,0.374,0.066,2,0.066,0.65,31,NA,0.26,13,30,4,12.9,3.33,1,1,0,1,0,1,2,11,1,0.09,7,12,22.58,1.263,0,1,"YOL140W",58759,15
"ARG80",1.554,1.554,0.019,2,0.019,0.7,46,NA,0.389,9,45,1,2.22,11.11,2,2,1,0,0,2,3,18,5,0.28,20,20,43.48,0.48,NA,NA,"YMR042W",352603,13
"ARG81",0.346,0.346,0.012,2,0.012,0.7,19,NA,0.153,7,15,0,0,0,2,0,2,0,2,1,2,11,0,0,5,6,26.32,1.255,NA,NA,"YML099C",-74398,13
"ARG82",0.392,0.392,-0.105,2,-0.105,0.63,22,0.597,0.597,7,17,0,0,5.88,0,2,1,0,3,2,3,14,2,0.14,4,7,18.18,0.814,NA,NA,"YDR173C",-810565,4
"ARH1",0.757,0.757,-0.114,2,-0.114,0.74,15,NA,0.26,0,12,0,0,8.33,2,0,2,1,1,0,1,11,2,0.18,2,6,13.33,0.884,NA,NA,"YDR376W",1226822,4
"ARI1",2.525,2.525,-0.068,2,-0.068,0.67,49,1.395,1.395,13,47,13,27.08,10.64,1,3,3,2,2,6,4,26,6,0.23,14,20,28.57,0.933,NA,NA,"YGL157W",209006,7
"ARK1",0.299,0.299,-0.2,2,-0.2,0.79,23,0.597,0.597,2,20,0,0,5,0,0,0,1,0,2,2,5,1,0.2,5,12,21.74,1.14,NA,NA,"YNL020C",-595623,14
"ARL1",4.278,4.278,-0.087,2,-0.087,0.73,29,NA,0.26,2,27,1,3.45,14.81,1,2,3,4,3,4,4,23,6,0.26,5,15,17.24,1.535,0,1,"YBR164C",-567875,2
"ARL3",0.896,0.896,-0.094,2,-0.094,0.82,30,0.597,0.597,8,28,5,16.67,3.57,0,2,3,0,0,1,1,7,1,0.14,7,16,23.33,1.12,NA,NA,"YPL051W",459963,16
"ARN1",0.43,0.43,0.11,2,0.11,0.67,41,0.996,1.395,14,41,5,12.2,7.32,1,1,1,4,0,1,5,16,3,0.19,12,21,29.27,1.036,NA,NA,"YHL040C",-19088,8
"ARO1",0.888,0.888,0.041,2,0.041,0.69,25,NA,0.26,7,22,2,8,31.82,3,1,4,3,3,2,3,22,9,0.41,5,13,20,1.593,0,1,"YDR127W",704484,4
"ARO10",0.146,0.146,1.745,1,1.745,0.61,55,0.996,1.395,9,55,12,21.82,34.55,4,2,2,3,6,6,8,40,20,0.5,23,34,41.82,1.004,1,0,"YDR380W",1234218,4
"ARO2",10.332,10.332,-0.105,2,-0.105,0.7,31,0.597,0.597,2,30,0,0,23.33,2,5,1,5,0,1,3,22,7,0.32,5,15,16.13,1.467,0,1,"YGL148W",226399,7
"ARO3",6.347,6.347,0.054,2,0.054,0.54,25,NA,0.251,4,20,1,4,20,1,3,1,4,3,3,2,18,6,0.33,6,11,24,1.506,0,1,"YDR035W",521816,4
"ARO4",13.202,13.202,-0.031,2,-0.031,0.62,32,0.996,1.395,3,32,3,9.38,21.88,0,1,1,4,3,7,7,25,7,0.28,12,16,37.5,1.039,0,0,"YBR249C",-716882,2
"ARO8",7.624,7.624,-0.072,2,-0.072,0.59,26,0.597,0.597,4,26,1,3.85,19.23,2,3,2,0,1,1,4,14,5,0.36,7,13,26.92,1.544,0,1,"YGL202W",116059,7
"ARO80",0.156,0.156,-0.284,2,-0.284,0.76,23,NA,0.26,4,20,0,0,0,0,2,2,1,2,1,2,12,0,0,5,11,21.74,1.073,NA,NA,"YDR421W",1312040,4
"ARO9",0.557,0.557,0.502,1,0.502,0.59,70,0.597,0.597,7,70,22,31.43,40,2,1,10,2,4,4,10,45,32,0.71,27,37,38.57,0.978,1,0,"YHR137W",375709,8
"ARP1",0.257,0.257,-0.037,2,-0.037,0.75,13,0.597,0.597,3,5,0,0,0,0,1,0,1,1,3,2,9,0,0,0,2,0,1.178,NA,NA,"YHR129C",-362999,8
"ARP2",2.48,2.48,-0.029,2,-0.029,0.75,36,0.597,0.597,5,35,3,8.33,14.29,1,1,1,7,5,2,4,23,6,0.26,9,8,25,0,NA,NA,"YDL029W",399340,4
"ARP3",4.901,4.901,-0.134,2,-0.134,0.74,14,0.597,0.597,1,6,0,0,0,1,0,0,1,1,1,1,7,0,0,0,8,0,1.459,NA,NA,"YJR065C",-557809,10
"ARP4",1.198,1.198,-0.002,2,-0.002,0.79,9,NA,0.115,2,2,0,0,0,0,0,0,1,0,1,0,5,2,0.4,0,4,0,1.367,NA,NA,"YJL081C",-283802,10
"ARP5",1.935,1.935,-0.156,2,-0.156,0.73,17,0.597,0.597,3,9,0,0,0,1,1,0,1,1,1,0,5,0,0,2,5,11.76,1.75,0,1,"YNL059C",-512668,14
"ARP6",0.701,0.701,-0.056,2,-0.056,0.76,29,NA,0.272,4,27,0,0,3.7,1,0,2,0,1,0,3,12,1,0.08,5,10,17.24,1.124,NA,NA,"YLR085C",-300673,12
"ARP7",1.516,1.516,-0.009,2,-0.009,0.69,12,NA,0.192,5,7,0,0,0,1,1,0,0,1,1,1,6,0,0,4,2,33.33,1.404,0,1,"YPR034W",639525,16
"ARP8",0.611,0.611,-0.048,2,-0.048,0.74,16,NA,0.26,2,13,0,0,0,1,1,0,0,1,0,0,6,0,0,0,9,0,1.47,NA,NA,"YOR141C",-589942,15
"ARP9",2.304,2.304,-0.057,2,-0.057,0.72,29,NA,0.403,7,27,6,20.69,7.41,1,0,2,1,1,3,1,12,2,0.17,8,14,27.59,1.537,NA,NA,"YMR033W",337788,13
"ARR1",0.971,0.971,-0.073,2,-0.073,0.71,15,NA,0.143,7,7,0,0,0,0,1,3,0,0,0,0,5,2,0.4,2,6,13.33,0.774,NA,NA,"YPR199C",-938148,16
"ARR2",0.739,0.739,0.012,2,0.012,0.8,21,NA,0.472,6,15,0,0,0,0,0,2,0,0,0,0,3,0,0,3,9,14.29,0.623,NA,NA,"YPR200C",-939279,16
"ARR3",0.171,0.171,0.341,2,0.341,0.71,12,NA,0.115,1,8,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,0.648,NA,NA,"YPR201W",939922,16
"ART10",0.398,0.398,-0.076,2,-0.076,0.74,17,NA,0.137,2,12,0,0,0,0,0,1,1,1,2,1,10,0,0,3,10,17.65,0.97,NA,NA,"YLR392C",-904749,12
"ART5",0.602,0.602,-0.137,2,-0.137,0.7,12,NA,0.224,2,5,0,0,0,0,1,0,0,0,1,3,7,3,0.43,2,3,16.67,0.912,NA,NA,"YGR068C",-625324,7
"ARV1",0.512,0.512,-0.103,2,-0.103,0.8,21,0.597,0.597,1,17,0,0,0,0,0,1,1,1,1,1,7,0,0,2,6,9.52,0.866,NA,NA,"YLR242C",-622918,12
"ARX1",6.237,6.237,0.017,2,0.017,0.55,22,NA,0.26,1,21,1,4.55,33.33,1,0,0,7,2,2,4,18,10,0.56,2,10,9.09,1.428,0,1,"YDR101C",-655686,4
"ASA1",0.433,0.433,0.044,2,0.044,0.82,16,NA,0.21,2,13,0,0,0,0,0,0,0,1,1,0,7,1,0.14,4,6,25,1.218,NA,NA,"YPR085C",-708497,16
"ASE1",0.736,0.736,0.077,2,0.077,0.73,19,NA,0.21,3,17,1,5.26,17.65,0,0,0,0,3,0,0,5,3,0.6,4,8,21.05,1.404,NA,NA,"YOR058C",-433688,15
"ASF1",0.799,0.799,0.48,2,0.48,0.47,38,1.395,1.395,4,36,3,8.11,11.11,0,0,1,2,4,6,2,17,5,0.29,8,10,21.05,0.978,0,1,"YJL115W",196287,10
"ASF2",0.561,0.561,-0.07,2,-0.07,0.69,11,NA,0.137,4,1,0,0,0,2,0,1,2,0,2,2,10,3,0.3,2,5,18.18,1.102,NA,NA,"YDL197C",-104917,4
"ASG1",0.551,0.551,-0.097,2,-0.097,0.75,24,0.597,0.597,5,22,4,16.67,13.64,0,0,0,4,0,1,1,10,4,0.4,6,8,25,1.612,NA,NA,"YIL130W",102782,9
"ASH1",0.996,0.996,1.705,1,1.705,0.53,34,1.395,1.395,10,29,7,20.59,3.45,2,0,0,3,0,3,5,16,4,0.25,9,17,26.47,0.635,NA,NA,"YKL185W",94499,11
"ASI2",0.754,0.754,0.072,2,0.072,0.7,14,NA,0.26,3,8,0,0,0,2,2,1,0,1,1,0,7,0,0,0,6,0,1.11,NA,NA,"YNL159C",-338478,14
"ASI3",0.54,0.54,-0.005,2,-0.005,0.78,18,NA,0.26,8,17,0,0,0,0,1,0,1,0,2,0,8,2,0.25,3,8,16.67,1.257,NA,NA,"YNL008C",-616211,14
"ASK1",2.782,2.782,0.041,2,0.041,0.57,18,NA,0.26,6,8,1,5.56,0,0,0,3,0,0,0,3,7,1,0.14,2,5,11.11,1.113,0,1,"YKL052C",-339668,11
"ASK10",0.819,0.819,0.033,2,0.033,0.48,31,1.395,1.395,4,28,4,12.9,57.14,0,0,1,4,3,8,6,25,20,0.8,13,14,41.94,1.091,NA,NA,"YGR097W",678695,7
"ASM4",0.933,0.933,0.018,2,0.018,0.79,15,0.597,0.597,4,5,0,0,0,1,1,1,1,1,2,3,14,0,0,2,8,13.33,1.529,0,1,"YDL088C",-298417,4
"ASN1",7.677,7.677,0.153,2,0.153,0.48,31,0.597,0.597,9,30,0,0,23.33,2,2,0,3,0,0,4,12,10,0.83,6,10,19.35,1.03,1,0,"YPR145W",822620,16
"ASP1",6.056,6.056,-0.143,2,-0.143,0.74,28,0.597,0.597,2,26,0,0,30.77,3,1,6,2,4,2,1,22,9,0.41,7,14,25,1.042,NA,NA,"YDR321W",1108702,4
"ASR1",0.955,0.955,-0.139,2,-0.139,0.78,18,NA,0.26,1,13,0,0,0,0,0,1,2,2,0,0,9,1,0.11,0,10,0,0.873,NA,NA,"YPR093C",-719558,16
"AST2",0.109,0.109,-0.31,2,-0.31,0.52,23,NA,0.26,4,21,0,0,14.29,0,1,1,2,3,3,3,15,6,0.4,5,9,21.74,0.725,NA,NA,"YER101C",-360502,5
"ATE1",0.649,0.649,-0.11,2,-0.11,0.78,16,0.597,0.597,6,9,1,6.25,0,1,0,0,2,1,2,1,9,1,0.11,0,10,0,1.078,NA,NA,"YGL017W",459854,7
"ATF2",1.64,1.64,0.09,2,0.09,0.71,37,0.597,0.597,6,37,7,18.92,2.7,3,1,1,2,4,4,2,20,1,0.05,14,15,37.84,0.761,0,1,"YGR177C",-848829,7
"ATG1",0.167,0.167,-0.188,2,-0.188,0.6,38,0.597,0.597,8,37,9,23.68,10.81,0,1,2,4,2,4,4,22,4,0.18,10,21,26.32,1.048,NA,NA,"YGL180W",160065,7
"ATG10",0.252,0.252,0.619,1,0.619,0.86,19,NA,0.406,0,12,1,5.26,0,0,0,1,1,1,0,2,7,1,0.14,3,4,15.79,0.593,NA,NA,"YLL042C",-52087,12
"ATG11",0.253,0.253,-0.289,2,-0.289,0.67,23,NA,0.406,2,16,3,13.04,6.25,0,0,0,1,1,0,2,6,1,0.17,4,11,17.39,1.01,NA,NA,"YPR049C",-661137,16
"ATG12",0.701,0.701,-0.114,2,-0.114,0.77,16,0.597,0.597,6,13,0,0,30.77,0,0,1,2,0,3,6,13,5,0.38,3,2,18.75,1.315,NA,NA,"YBR217W",657832,2
"ATG13",0.488,0.488,0.068,2,0.068,0.75,19,NA,0.26,7,17,0,0,0,2,1,1,1,1,1,0,7,0,0,0,7,0,1.252,NA,NA,"YPR185W",907218,16
"ATG14",0.08,0.08,0.563,1,0.563,0.76,25,NA,0.138,8,21,1,4,23.81,0,0,3,2,0,5,4,17,5,0.29,2,7,8,0.69,NA,NA,"YBR128C",-493081,2
"ATG15",0.079,0.079,-0.695,3,-0.695,0.65,26,NA,0.26,5,21,2,7.69,33.33,2,2,0,3,2,5,6,23,10,0.43,4,13,15.38,0.935,NA,NA,"YCR068W",237214,3
"ATG16",0.178,0.178,-0.224,2,-0.224,0.77,18,NA,0.26,6,15,0,0,0,0,0,0,1,1,1,1,4,0,0,2,10,11.11,0.997,NA,NA,"YMR159C",-574476,13
"ATG17",0.19,0.19,-0.275,2,-0.275,0.77,28,1.151,1.705,3,28,0,0,0,1,2,0,0,0,1,2,7,0,0,8,15,28.57,0.724,NA,NA,"YLR423C",-971917,12
"ATG18",0.591,0.591,-0.203,2,-0.203,0.76,20,NA,0.192,6,16,0,0,0,4,2,2,1,0,3,1,15,1,0.07,0,12,0,1.041,NA,NA,"YFR021W",194812,6
"ATG19",0.608,0.608,0.127,2,0.127,0.63,42,1.55,1.705,11,42,3,7.14,2.38,1,1,2,0,1,2,1,14,1,0.07,11,19,26.19,1.226,NA,NA,"YOL082W",168727,15
"ATG2",0.155,0.155,0.032,2,0.032,0.72,21,NA,0.26,8,17,0,0,11.76,0,2,3,0,1,2,0,10,2,0.2,5,8,23.81,0.989,NA,NA,"YNL242W",191324,14
"ATG20",0.861,0.861,-0.148,2,-0.148,0.76,14,NA,0.26,4,11,1,7.14,0,1,0,1,2,0,2,3,12,2,0.17,0,6,0,1.336,NA,NA,"YDL113C",-256633,4
"ATG21",0.507,0.507,-0.046,2,-0.046,0.75,15,0.597,0.597,5,8,0,0,0,1,1,1,0,1,0,0,6,0,0,0,5,0,1.191,NA,NA,"YPL100W",361872,16
"ATG22",0.843,0.843,-0.099,2,-0.099,0.64,39,1.395,1.395,13,36,12,31.58,55.56,1,0,0,3,8,7,7,30,23,0.77,15,20,38.46,0.585,NA,NA,"YCL038C",-54941,3
"ATG23",0.454,0.454,-0.122,2,-0.122,0.63,19,NA,0.472,4,15,0,0,0,1,1,1,3,2,1,1,11,0,0,2,2,10.53,0.88,NA,NA,"YLR431C",-1000342,12
"ATG26",0.203,0.203,0.033,2,0.033,0.67,17,NA,0.147,6,11,3,17.65,0,0,0,1,1,5,0,0,9,2,0.22,0,6,0,1.335,NA,NA,"YLR189C",-530797,12
"ATG27",2.321,2.321,-0.05,2,-0.05,0.56,24,0.597,0.597,2,17,1,4.17,0,0,2,0,0,1,0,3,10,0,0,6,12,25,1.135,NA,NA,"YJL178C",-89282,10
"ATG29",0.283,0.283,-0.278,2,-0.278,0.8,26,0.597,0.597,9,24,4,15.38,0,1,1,3,0,1,1,0,10,0,0,2,13,7.69,0.993,NA,NA,"YPL166W",237338,16
"ATG3",0.351,0.351,-0.121,2,-0.121,0.78,21,NA,0.472,3,16,0,0,0,0,0,2,1,0,2,1,8,0,0,6,9,28.57,0.966,NA,NA,"YNR007C",-639182,14
"ATG33",0.512,0.512,-0.16,2,-0.16,0.51,47,NA,0.406,23,47,10,21.28,2.13,0,3,2,1,2,5,2,17,1,0.06,11,20,23.4,0.574,NA,NA,"YLR356W",840321,12
"ATG34",0.145,0.145,-0.061,2,-0.061,0.74,33,1.395,1.395,10,31,7,21.88,3.23,0,2,0,1,1,3,0,9,3,0.33,9,10,27.27,0.439,NA,NA,"YOL083W",165714,15
"ATG36",0.101,0.101,-0.417,2,-0.417,0.75,19,NA,0.26,5,11,0,0,9.09,0,1,3,0,0,0,1,7,1,0.14,2,8,10.53,0.457,NA,NA,"YJL185C",-82095,10
"ATG38",0.461,0.461,0.128,2,0.128,0.79,18,NA,0.26,3,14,0,0,0,0,1,1,3,0,1,0,8,0,0,3,6,16.67,0.728,NA,NA,"YLR211C",-563792,12
"ATG4",0.282,0.282,-0.19,2,-0.19,0.75,18,NA,0.115,4,8,0,0,0,2,0,1,1,0,0,0,7,1,0.14,2,7,11.11,0.826,NA,NA,"YNL223W",227370,14
